Username,Rating,Review,App
Pengguna Google,4,tolong kualitas pelayanan di tingkat kan,Shopee
Pengguna Google,1,"saya pesan tiba2 dibatalkan karna pakai pengiriman JNT , SAYA KECEWA KARNA ITU BARANG SAYA PENTING , Oke mulai sekarang saya hapus aplikasi , Saya belanja di toko sebelah. saya tidak mau pakai spx pengiriman lama",Shopee
Pengguna Google,5,tingkatkan spaylater untuk pembayaran umum di semua otlet,Shopee
Pengguna Google,5,"sangat bagusss,😍",Shopee
Pengguna Google,5,manjakan diri dirumah dengan berbelanja online terimakasih pada jasa pengiriman,Shopee
Pengguna Google,5,Oke bingiitttss,Shopee
Pengguna Google,3,optimalisasi aplikasi sangat buruk jika bisa tolong di perbaiki,Shopee
Pengguna Google,5,hangat bagus,Shopee
Pengguna Google,5,Min kok gk bisa di Updute ya. Biasax mudah sekli. Ini 2 kli Updute lo kok gk bisa Updute,Shopee
Pengguna Google,5,"pengiriman cepat, grtis ingkir, banyak diskon 😍",Shopee
Pengguna Google,1,expedisi terbaik jnt ekspres ga ada lg... ya udah unistal bye shopee..,Shopee
Pengguna Google,3,"akhir"" ini jasa kirimnya lambat, ga kayak dulu dua hari sampai",Shopee
Pengguna Google,5,senang saya belanja disini,Shopee
Pengguna Google,5,memudahkan transaksi dan belanja,Shopee
Pengguna Google,5,"puas bgt belnja d shopee brg sesuai, dan harganya lbh murah, tpi knp skrg akun saya klo dtnggal kmbar jrg ad promo gratis ongkirnya ya kak",Shopee
Pengguna Google,5,besttt,Shopee
Pengguna Google,5,shopee adalah yang terbaik,Shopee
Pengguna Google,5,"soppie mantap & sangat membantuu ,,,,, tapi sayang spaylater saya dibebukan a/n tri budiyanto,,, pihak sopie bisa tolong normalkan spaylater/spinjam saya,,,,, terimakasih",Shopee
Pengguna Google,1,saya kecewa banget sama shopee aplikasinya paket saya jarang diantar ke rumah sama kurirnya padahal saya cuman membatalkan satu paket aja tapi nyampe segitunya ke customer mohon dong kepada pihak shopee jangan kayak gini lagi,Shopee
Pengguna Google,5,sangat memeuaskan,Shopee
Pengguna Google,1,"semenjak jnt sudah gada di shopee pengiriman jadi lama banget bisa sampe 4-6hari biasanya paling 2/3 hari paling lama semnjak d handle spx semua pngiriman jadi telat mulu, masa pesan dari tgl 4 smpe skrang tgl 9 mandeg di dc cakung terus di dc cakung sudah 2 hari klo gini terus mnding pindah yang di sebelah",Shopee
Pengguna Google,1,apk kaya virus,Shopee
Pengguna Google,3,"Mau tanya, tiap mau klaim koin shoope live REXEKI REBAHAN klaim selalu gagal, katanya ada terdeteksi aktifitas mencuriga kan, apa aktifitas itu, dan kapan aku bisa mengklaim koin kembali",Shopee
Pengguna Google,2,mohon maaf shopee memang buruk pengiriman jarak dekat Jember ke Bondowoso sampe 3 hari lah kota ke desa' payah shopee makasih,Shopee
Pengguna Google,2,J&Tnya Ndak ada sendiri😭,Shopee
Pengguna Google,5,sangat bagus dan puas dlm pelayanan,Shopee
Pengguna Google,5,harga miring dari rumah sebelah,Shopee
Pengguna Google,5,sya suka shoper,Shopee
Pengguna Google,1,"pengirimannya sangat lambat sekali, padahal sudah sampai di dekat alamat tujuan namun tidak di kirim, status pesanannya juga mutar-mutar di situ-situ saja!! aplikasi belanja online top 1 tapi pengiriman nya buruk sekali",Shopee
Pengguna Google,1,"iklannya suka scam, ngganggu",Shopee
Pengguna Google,5,"aplikasi terbaik untuk memesan online, mudah dipahami, tidak ribet seperti yang lain, semua ada dishopee, banyak diskon, dan masih banyak lagi. saya sangat puas atas aplikasi ini, sangat terbaik👑",Shopee
Pengguna Google,5,"senang saya beli di shoopie,karna barang nya murah murah dan bagus banget",Shopee
Pengguna Google,1,"fitur fitur makin gak jelas, gak bisa kirim koin lagi, terus voucher juga pelit",Shopee
Pengguna Google,5,"sudah lama member di shopee dan sangat puas dgn produk,harga dan termasuk gratis ongkirnya,, semoga bisa di pertahankan pelayan dan bahkan di tingkatkan LG.",Shopee
Pengguna Google,5,yang di pesan apa yang datang apa? emang kadang sophie,Shopee
Pengguna Google,4,"belanja di shopee, lebih mudah, nyaman, dan hasilnya juga sangat baik",Shopee
Pengguna Google,5,sudah jadi lngganan,Shopee
Pengguna Google,5,shopee memang beda dari yg lain best of the best,Shopee
Pengguna Google,5,sgt bagus,Shopee
Pengguna Google,5,On Line Shop Shopee memang pelayanannya baik,Shopee
Pengguna Google,5,mau belanja murah ya di shopee,Shopee
Pengguna Google,5,"mudah, harga murah, lengkap",Shopee
Pengguna Google,5,shopeee bagus banget pengiriman juga cepettt,Shopee
Pengguna Google,5,belanja dishopee byk untung byk koin .tp kdh brg dtg keadaan pecah,Shopee
Pengguna Google,5,"good,",Shopee
Pengguna Google,5,maf dan terima kasih,Shopee
Pengguna Google,5,Shopee selalu memberikan yang terbaik👍💯👍💯,Shopee
Pengguna Google,5,thank you,Shopee
Pengguna Google,1,kurir SPX LIMO HUB sangat sngt mengecewakan.... mending pake jasa kurir lain dah jngn pake jasa SPX lg. bukan 1x doang dginiin. jd males blnja klo kurirnya SPX. klo ada toko kurirnya cuma SPX gua cancel mending nyari yg lain.,Shopee
Pengguna Google,1,apk paling crewet padahal saya bukan mau nipu cuman mau beli.apk terkenal tapi blom tentu memuaskan yh,Shopee
Pengguna Google,5,"paling manteb sih banyak fitur gratis ongkir,diskon potongan harga, shopee ttp jadi ecommers utama buat saya.mantabbbbb",Shopee
Pengguna Google,5,lebih baik Dan mudah belanja di shopee,Shopee
Pengguna Google,5,sangat membantu dehhh,Shopee
Pengguna Google,5,cocok,Shopee
Pengguna Google,5,bagus sih ada fitur cod,Shopee
Pengguna Google,5,selama pakai apk ini bagus terus cuma sayang sekarang jasa JNT reguler tidak ada di pengiriman..padahl diarea saya untuk jasa kirim rada jauh tmptmya apa lg SPX msh blm bagus pelayanannya pernah makai jasa spx tidak ada pemberitahuan tau tau barang sudah keretur kalo bisa ttp ada jasa kirim jnt regulernya,Shopee
Pengguna Google,2,"sangat disayangkan ekspedisi j&t tidak ada di pilihan pengiriman lagi, kalau mau monopoli tingkatkan juga kecepatan dan pelayanan spx seperti j&t, harusnya sih lebih baik",Shopee
Pengguna Google,1,hp ram 8 apk yg lain lancar yg. game berat rata kanan. giliran masuk ke shopee langsung berat. nge leg,Shopee
Pengguna Google,5,Niceee,Shopee
Pengguna Google,5,top banget,Shopee
Pengguna Google,3,tiba tiba dibatasi klaim koin krn ada aktivitas mencurigakan itu knp ya,Shopee
Pengguna Google,5,sempurna,Shopee
Pengguna Google,5,hanya saran. Nomer hp/wa kurir yang akan membawa paket di cantumkan di pelacakan pengiriman. karena kadang pada saat proses pengirim oleh kurir harus nunggu seharian di rumah tanpa di ketahui posisi kurir ada dimana. jadi mohon nomor hp/wa di cantumkan agar buyer bisa mengetahui siapa & dimana mas kurir pengantar paket.,Shopee
Pengguna Google,5,✨️,Shopee
Pengguna Google,2,kenapa spinjam ada denda.. sy bayar gak pernah telat.. pas tanggal/bulan...tolong di cek.. jgn merugikan orang.. bunganya aja udah gede.. blm telat kok ada denda..,Shopee
Pengguna Google,2,"vidio HALAMAN AWAL bikin ponsel berat,udah bersihkan chace sama aja... buka shopee langsung dagangan aja dulu.. baru opsi kedua ke vidio.. malah vidio dulu.. ini tiktok apa ollshop",Shopee
Pengguna Google,5,"Aplikasinya bawa virus, jadi sering muncul iklan Shopee sendiri",Shopee
Pengguna Google,5,barang memuaskan.pelayanan oke,Shopee
Pengguna Google,5,"belanja apapun di online barangnya bagus, murah dan mudah di akses,, hanya di SHOPEE.....",Shopee
Pengguna Google,5,pokoknya tip,Shopee
Pengguna Google,1,gak asik,Shopee
Pengguna Google,1,SHOPEE KONTOLL KENAPA SETIAP LOGIN PAKE VERIFIKASI MUKA SEGALA MANA UJUNG-UJUNGNYA GABISA,Shopee
Pengguna Google,5,sangat mempermudah buat belanja tanpa harus keluar rumah,Shopee
Pengguna Google,1,"lapar, udah sejam ga ada yg ambil pesanan, keburu wafat karena asam lambung mah",Shopee
Pengguna Google,5,👌👌,Shopee
Pengguna Google,1,Kembalikan kurir JNT 😠,Shopee
Pengguna Google,5,Banyak discount 😊,Shopee
Pengguna Google,1,"Tolonglah shopee aplikansinya di optimize lagi biar ga berat padahal sudah menggunakan app yg terbaru,padahal udah make wifi yg lancar buat jalanin app lain dan app udah make yg terbaru . . saran dari shopeenya ga guna",Shopee
Pengguna Google,3,"ya lumayan lah dari pada lumanyun, cuma gk bisa ngumpulin koin lewat shopee video biasanya lancar² aja kalo buat ngumpulin koin",Shopee
Pengguna Google,5,shopee mantap bos,Shopee
Pengguna Google,5,sangat membantu ...,Shopee
Pengguna Google,5,ok sngat membantu,Shopee
Pengguna Google,1,gabisa co pakai vocer,Shopee
Pengguna Google,1,"Shopee parah pake banget sekarang seenaknya barang d retur ( tapi barangnya hilang d makan setan) tanpa kejelasan tanpa persetujuan penjual, barang seenaknya raib gt aja, parahhh banget skr, paksa orang pake asuransi biar barang aman ujung ujungnya permainan Shopee aja",Shopee
Pengguna Google,5,belanja online terbaik,Shopee
Pengguna Google,5,"aplikasinya bagus buat belanja di shopee lebih cepat, lebih murah, nikmati bebas ongkir keseluruh indonesia, dan bisa juga berintraksi secara langsung dan lihat produk pavorit kamu di shopee live, aku kasih bintang 5 karna aplikasinya membantu buat kebutuhan pesanan aku, aku kasih bintang 5 terima kasih.",Shopee
Pengguna Google,5,Good shopee,Shopee
Pengguna Google,5,THE BEST ONLINE STORE 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Shopee
Pengguna Google,5,lebih baik lagi kedepan nya,Shopee
Pengguna Google,5,semua barang yg saya pesan sampai dengan aman dan nyaman. semoga shoopee ke depan nya semakin mantap lagi. Terimakasih,Shopee
Pengguna Google,5,"JANGAN PERNAH RAGU..., SHOPPE ADALAH YANG TERBAIK.. TETAP PUTUS ASA & JANGAN PERNAH SEMANGAT..!",Shopee
Pengguna Google,5,"SUDAH TIDAK PERNAH BELANJA LAGI DI APLIKASI INI BUKA APLIKASI SAJA SEBULAN BELUM DI BUKA DI SEBABKAN KECEWA YANG SANGAT BERAT, SPAYLATER DAN SPINJAM DI BEKUKAN PADAHAL TIDAK ADA TAGIHAN APAPUN , SUDAH LAPOR SAMPAI 2X TAPI HASILNYA NIHIL, SILAHKAN BUAT KALIAN YANG MAU MENGGUNAKAN APLIKASI INI, SEMOGA KEJADIAN INI TIDAK MENIMPA YANG LAIN , CUKUP SAYA SAJA.",Shopee
Pengguna Google,5,"belanja enak,murah gak ribet",Shopee
Pengguna Google,2,"sekarang setiap kali buka aplikasi Shopee kenapa harus video saya ga suka , tolong dong kembalikan seperti dulu lagi , tapi langsung ke flash sale",Shopee
Pengguna Google,5,"sangat bagus,dan tidak mengecewakan...",Shopee
Pengguna Google,5,"MUDAHKAN SEGALANYA,JADIKAN YG LEBIH BAIK LAGI, ANTI RUWET, ANTI GANGGUAN...AMAN TERKENDALI...TERPERCAYA TOP ONE PRIMA OK ⭐⭐⭐⭐⭐👍👍✍🏾🌏🇲🇨",Shopee
Pengguna Google,5,"haha apa apaan sih ni,satu kali belanja aja udah ngk bisa belanja lagi, disuruh pilih metode,klw ngk di jual jgn berbisnis online nanggungkn",Shopee
Pengguna Google,5,solusi terbaik,Shopee
Pengguna Google,1,"Benci bgt sama iklan shopee, TOMBOL ""X"" NYA ITU LOH SCAMM BANGET, hp aku ini ngelag mana sanggup menanggapi iklan shopee dengan tombol ""x"" gaib nya it.",Shopee
Pengguna Google,5,"good shopee,thk",Shopee
Pengguna Google,1,"sangat merugikan penjual,adm besar pas ajukan banding dg bukti nyata,malah di tolak",Shopee
Pengguna Google,4,oke lanjut,Shopee
Pengguna Google,1,pelayanan jelek bagusan tiktok.... spaylater nunggu 2 tahun masih aja di bekukan ...,Shopee
Pengguna Google,5,baik bagus good,Shopee
Pengguna Google,1,"Bangke benar nih aplikasi. pas masuk langsung ke video bikin ngleg aja,dipindahin ke beranda suara videonya masih tetap aja...tolong perbaiki dong aplikasinya jangan minta update terus tapi kualitasnya malah buruk.",Shopee
Pengguna Google,5,shopee baguss bet anjaiii,Shopee
Pengguna Google,5,bagus dan memberikan manfaat,Shopee
Pengguna Google,5,"Shopee, terbaik 👍👍👍",Shopee
Pengguna Google,1,"semenjak kebijakan Shopee yg skrg barang selalu gak sampe ke pelanggan, saya selalu belanja di Shopee, cmn mulai sekarang maaf di uninstal",Shopee
Pengguna Google,5,aplikasi yang baik sangat membantu,Shopee
Pengguna Google,5,baguss bangettttttttt,Shopee
Pengguna Google,5,mau nanya ko shoope saya kagak bisa cod ya knp itu mohon bantuannya,Shopee
Pengguna Google,5,sampai saat ini cukup bagus,Shopee
Pengguna Google,5,nice market,Shopee
Pengguna Google,5,sangat membatu,Shopee
Pengguna Google,1,"pengiriman lambat""bangetttt skrg spx ,malah jnt udah gk da lagiii",Shopee
Pengguna Google,2,"JASA SPX lama banget, lebih cepat JNT/JNE :(",Shopee
Pengguna Google,1,"buka aplikasi shope ribet, di arahin ke video, bikin leg hp aja. balikin semula hoy",Shopee
Pengguna Google,1,"saat berlangganan 1 kali di apk lain,akan berlangganan seterusnya secara otomatis ,dan otomatis saldo yg kita punya akan berkurang sendirinya tanpa sepengetahuan kita.ini benar benar perampokan",Shopee
Pengguna Google,5,GACORRRRR,Shopee
Pengguna Google,5,bagus untuk memesan dan data kita terlindungi lopyu shopee,Shopee
Pengguna Google,5,barang barang yg dijual ber kualitas baik dan seler yg amanah,Shopee
Pengguna Google,5,alhamdulillah reseler 2 amanah semoga amanah aamiin,Shopee
Pengguna Google,5,shopee mantap,Shopee
Pengguna Google,5,estimasi paket datang selalu tepat,Shopee
Pengguna Google,5,paling top,Shopee
Pengguna Google,5,mntap2 pkok ny,Shopee
Pengguna Google,5,MANTAP,Shopee
Pengguna Google,1,Mau beli paket data aja lama,Shopee
Pengguna Google,1,di aku udah gabisa COD pdhal jrang belanja,Shopee
Pengguna Google,5,siip ok,Shopee
Pengguna Google,5,pengiriman cepat kurir sopan n baik cod aman,Shopee
Pengguna Google,5,"aku paling suka beli di shope video itu karena discount nya besar dan barang sesuai banget dengan pesanan ,terimakasih shopee aplikasi paling di percaya saat ini",Shopee
Pengguna Google,1,"Teruntuk Shoope Food Tolong Kalau Konsumen mau pesan makanan jangan di lama lamain cancel nya karena kemaren sempet nyoba pesan di shoope food dan tidak dapat driver selama 5 menit lalu saya tinggalkan dikarenakan ada kerjaan yang kepepet sedangkan pesanan nya bisa di batalin di atas 13 menit alhasil pesanan ny pas saya tinggal driver nya dapat sedangkan saya tidak menyadari hal tersebut,jdi tolong atasi hal tersebut",Shopee
Pengguna Google,5,mantap shoppe terbaiks,Shopee
Pengguna Google,5,mantap amanah slalu aplikasi ini.. semoga makin jaya dan sukses amin amin..,Shopee
Pengguna Google,5,gk tau mau nulis apa tpi aplikasiny bgus bgt bgt bgt 👍🏻👍🏻👍🏻,Shopee
Pengguna Google,5,pengiriman cepat walaupun Lama Saya akan kasih bintang 5 Meskipun barang belum datang Harus bersabar dan menjalankan bisnis,Shopee
Pengguna Google,5,shopee mantap dah pokok y,Shopee
Pengguna Google,5,kwalitas baik,Shopee
Pengguna Google,5,terima kasih,Shopee
Pengguna Google,2,"setiap mau cek barang pasti muncul tulisan ""jaringan bermasalah"" padahal udh di update jaringan pake wifi , ak ganti pake data juga ttp gbsa knp ya? pdhl ak mw chek out chek out eh mlh gni",Shopee
Pengguna Google,1,"shopee food ketika driver sulit menerima orderan diharap mengubah kebijakan soal estimasi waktu menunggu 13 menit menjadi 5 menit,. krna saya 2x order makan malam ga dpt driver berarti 13 menit kali 2 26 menit nungguin driver menerima order ternyata gaada juga yg menerima, orang udh lapar nunggu 26 menit aja masih belom dapet driver dan br bs cancel di tiap 13 menit, parah",Shopee
Pengguna Google,5,belanja murah tapi aman,Shopee
Pengguna Google,5,mantap se lah pokoknyo,Shopee
Pengguna Google,2,"Gagal terus untuk klaim koin di video shopee rebahan,.",Shopee
Pengguna Google,5,wow keren,Shopee
Pengguna Google,1,aplikasi ..shopee .kurir nya lama lama gk sopan ..w pesen barang ..blm di return .udh pengembalian ajh ..tnpa sepngetahuan ..costumer,Shopee
Pengguna Google,5,dunia,Shopee
Pengguna Google,2,"pengiriman sangat lama semenjak tidak bekerja sama dengan JNT , SPX Pengiriman paling LELET 👎👎👎 kasih garansi tepat waktu, cuma voucher 10.000 aj pake ada minimal pembelian 👎👎👎",Shopee
Pengguna Google,5,banyak bonusnya,Shopee
Pengguna Google,1,"tidak bisa belanja, mau checkout malah di curigai",Shopee
Pengguna Google,5,pemotongan koin terlalu besar !! saya kecewa,Shopee
Pengguna Google,1,sistem pinalti dan pengiriman sangat buruk sekali,Shopee
Pengguna Google,5,Belanja jadi mudah.. Top pokoknya. 👍👍,Shopee
Pengguna Google,5,makasih ya 😄aku jadi bisa pesan barang yang aku mau mana bagus lagi keren 😎,Shopee
Pengguna Google,2,kecewa dgn kbijakan shopee hnya mslah kcil yg sdah di slesaikan tpi di bls dgn pembekuan...,Shopee
Pengguna Google,3,"kemarin order barang udah di sortir di kota ku tapi di batalkan sepihak dengan alasan pengiriman gagal padahal alamat udah lengkap, barangnya juga urgent lagi 🙈",Shopee
Pengguna Google,5,goodgame,Shopee
Pengguna Google,5,bagus dan beguna...,Shopee
Pengguna Google,5,sementara belum merasa tertipu semoga pembeli cek dg seksama dan penjual harap jujur dan aplikasi harap selektif menghindari kekecewaan,Shopee
Pengguna Google,5,Tolong perbanyak lagi produknya biar lebih enak belanjanya.,Shopee
Pengguna Google,1,"KENAPA GK SAMA JNT LAGI??? gw kerja dan pesan online cuma di shopee,gara2 paket gk ada gk kerja dan gk bisa pesan online lagi",Shopee
Pengguna Google,5,"sampai saat ini msh Shopee yang sll ada kalau butuh sesuatu, alhamdulillah pesanan sampai skrg gak pernah kecewa, sudah bisa pakai sppay dan juga sudah bisa pakai sp pinjam walaupun belum pernah pakai",Shopee
Pengguna Google,5,Bagus dan terjamin belanja disini,Shopee
Pengguna Google,1,"paket udah seminggu ga ke kirim, paket yg cod ga sampe"" bukannya di perbaikin malah di bikin buruk sehat"" dh yang belanja di oren ini, apa lagi bukan via cod bisa hilang uang kalian",Shopee
Pengguna Google,5,paling profesional,Shopee
Pengguna Google,5,lumayan sangat memuaskan.,Shopee
Pengguna Google,5,bagus bangett tambah harganya poull murah murahhh5✌,Shopee
Pengguna Google,5,Sangat membantu dalam proses belanja yang lebih cepat dan mudah serta fleksibel.,Shopee
Pengguna Google,5,Bagus cara kerjanya,Shopee
Pengguna Google,1,sejak ekspedisi JNT express di hapus dari shopee pengiriman dr luar pulau jawa ke kaltim susah karna cuma JNT kurir yang di percaya dan amanah dalam pengiriman tolong pihak shopee bekerja sama lagi dengan pihak JNT agar memudahakan customer berbelanja online,Shopee
Pengguna Google,4,mantap shoppe,Shopee
Pengguna Google,5,bagus buat beberlanja,Shopee
Pengguna Google,5,sangat menghibur,Shopee
Pengguna Google,1,ini kok saya beli barang harusnya sampe tanggal 8 kok gak sampe sampe udah itu kadang cansel otomatis,Shopee
Pengguna Google,5,bekerja Dan berdoa tetap semangat,Shopee
Pengguna Google,5,okok gas,Shopee
Pengguna Google,5,"pengalaman berbelanja yang amazing., baik dari pelayanan dan kecepatan pengiriman. terus tingkatkan mutu pelayanan dan jangan salah dan asal kirim lagi untuk para penjual nya.",Shopee
Pengguna Google,5,sangat membantu kebutuhan segala apapun,Shopee
Pengguna Google,5,belanja online jadi mudah.,Shopee
Pengguna Google,1,"udah di-update malah sering forclose sendiri btw gua device vivo y66,,udah gtu banyak cache lg jdi hrs bolak balik hapus cache klo mau bka apk shopee supaya lancar",Shopee
Pengguna Google,5,sangat tanggap,Shopee
Pengguna Google,5,"Memuaskan belanja disini, pengiriman cepat aman, dan CS cepat tanggap kalau ada permasalahan antara penjual dan pembeli",Shopee
Pengguna Google,5,Alhamdulillah shopee pokoknya terter the best banget topmarkotop,Shopee
Pengguna Google,5,beli online lebih murah karena diskon nya sangat banyak!!,Shopee
Pengguna Google,4,Is good 🙏,Shopee
Pengguna Google,5,tmpat paling nyaman untuk berbelanja.... tpi harap pantau sma seler yg jual barang ga sesuai dengan kenyataan.... lihat komentar konsumen biar selalu ter update,Shopee
Pengguna Google,5,Banyak harga murah dan berkualitas,Shopee
Pengguna Google,5,barang sesuai pesanan..👍🏻 mantap... cepat sampai meski masih hari raya...,Shopee
Pengguna Google,5,Shopee makin mantappp,Shopee
Pengguna Google,1,akhir akhir ini buruk. saya tidak pernah membatalkan pesanan tau tau di kembali kn,Shopee
Pengguna Google,1,Aplikasi BOBROK!!! Jasa pengiriman LAMA!!!,Shopee
Pengguna Google,5,sangat membantu dalam proses mudah dan sangat membantu,Shopee
Pengguna Google,2,kadang untuk kota jarak dekat harus menunggu kiriman 1-2 hari,Shopee
Pengguna Google,5,Selalu puas belanja d shopee..👍,Shopee
Pengguna Google,4,"sebenernya shopee enak buat pesan"" barang atau makanan, tapi skrng ada yg minta uang dan mengaku dari pihak shopee, sy kemarin hampir kena, untung aja sy ditegur sama saudara sy. tolong dong pihak shopee yg begitu di tindak lanjuti, biar ga makan banyak korban. Terimakasih🙏🏻",Shopee
Pengguna Google,5,bagus bgt untuk yg mager keluar y bisa d shopee aj,Shopee
Pengguna Google,5,terbaik untuk memesan barang,Shopee
Pengguna Google,5,𝑚𝑎𝑛𝑡𝑎𝑝 𝑢𝑛𝑡𝑢𝑘 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑠ℎ𝑜𝑝𝑒𝑒 𝑠𝑎𝑛𝑔𝑎𝑡 𝑚𝑒𝑚𝑏𝑎𝑛𝑡𝑢 𝑝𝑒𝑚𝑏𝑒𝑙𝑖𝑎𝑛 𝑏𝑎𝑟𝑎𝑛𝑔,Shopee
Pengguna Google,5,toko2 di Shopee amanah dan barang sesuai di discripsi,Shopee
Pengguna Google,1,"akun nomer sudah tidak aktif malah di perketat. dasar sistem tidak jelas, dongo",Shopee
Pengguna Google,5,penyelamat hidup,Shopee
Pengguna Google,5,😁,Shopee
Pengguna Google,5,"pengiriman cepat,, barang barangnya bqgus",Shopee
Pengguna Google,5,"SUKA BANGETT,AKU SELALU DAPET 0 RUPIAH KALO BELANJAA",Shopee
Pengguna Google,5,memuaskan dalam berbelaja,Shopee
Pengguna Google,5,shopee sudah ok dalam pelayanan LBH ditingkatkan LG ya,Shopee
Pengguna Google,5,"pembelian product yang sesuai dengan apa yang di tampilkan dan ketepatan pengiriman sesuai yang di jadwalkan , memuaskan dan recomended",Shopee
Pengguna Google,5,tidak mengecewakan,Shopee
Pengguna Google,5,sopyy mantap,Shopee
Pengguna Google,5,mantap banyak diskon,Shopee
Pengguna Google,5,buat Shopee makasih dah melayani pelanggan dengan baik semoga selalu jaya,Shopee
Pengguna Google,2,"kenapa sya beri bintang 2 karena disini saya pernah mengembalikan barang yang salah kirim trus udah dibayar juga, lalu saya proses untuk pengembalian uang nya lewat transfer dan ada keterangan sudah selesai apa belum taunya selesai tpi uangnya belum masuk gimana ini saya rugi , uang memang bukan segalanya tapi segalanya perlu uang juga",Shopee
Pengguna Google,5,okey mantap sekali,Shopee
Pengguna Google,5,jadi tambah mudah berbelanja & banyak pilihan sangat membantu the best sampai sejauh ini,Shopee
Pengguna Google,5,bisa dengan mudah dapat ongkir 0 rupiah,Shopee
Pengguna Google,5,shopee memang luarbiasa pelayanannya. mantaap,Shopee
Pengguna Google,5,kualitas yg bagus dan tak mengecewakan,Shopee
Pengguna Google,5,andalan ku,Shopee
Pengguna Google,5,"sudah makin baik, ongkir geratis banyak, diskon maksimal, mantap deh, makin baik dari tahun2 sblmnya",Shopee
Pengguna Google,5,aplikasi terbaik dan terpercaya,Shopee
Pengguna Google,5,mantul MANTAP BETUL,Shopee
Pengguna Google,1,tolong food nya perbaiki buat apa nambah pengiriman prioritas kalo datang nya tetep sma kaya ga pake,Shopee
Pengguna Google,5,turut membantu,Shopee
Pengguna Google,5,platform belanja terpercaya,Shopee
Pengguna Google,5,bagus sekarang gratis ongkir terus gak kaya dulu ongkir mahal2 awal pengguna shope males karena ongkir mahal lama kelamaan langganan,Shopee
Pengguna Google,5,Bintang 1 karna menginstal terus lama,Shopee
Pengguna Google,5,aku suka bos aplksi nya,Shopee
Pengguna Google,5,"terimakasih banyak atas pelayanan nya, 🙏👍👍",Shopee
Pengguna Google,5,pelayanan sangat baik dan barang berkualitas sesuai harga,Shopee
Pengguna Google,5,Bagus!!!!....Murah ongkir nya,Shopee
Pengguna Google,1,"mending olshop sebelah, pengiriman terlalu lama dini.. kapok.",Shopee
Pengguna Google,5,suka belanja online di shopee,Shopee
Pengguna Google,5,sipppp,Shopee
Pengguna Google,5,sangat bagussss👍👍👍👍👍👍👍👍,Shopee
Pengguna Google,5,amanah dan barang bagus,Shopee
Pengguna Google,5,toko online yang bermasyrakat,Shopee
Pengguna Google,5,SHopee sangat membantu saya buat cari barang yg saya carii....,Shopee
Pengguna Google,5,sangat memuaskan pelanggan. trima kasih shoppe,Shopee
Pengguna Google,5,top dh,Shopee
Pengguna Google,5,Good luck banget,Shopee
Pengguna Google,5,mantap Poko ee,Shopee
Pengguna Google,5,aplikasi ini selalu memudahkan semua kebutuhan dan barangnya slalu ok,Shopee
Pengguna Google,5,aplikasi ini sangat ok,Shopee
Pengguna Google,1,"pengiriman pake spx jauh lebih lemot, masih mending pake jnt bisa sat set paket gerak terus cepat sampai.",Shopee
Pengguna Google,5,Oke bangeeettt,Shopee
Pengguna Google,5,sangat baguss apk ini,Shopee
Pengguna Google,4,memudahkan berbelanja..barang di jamin bagus dan terpercaya,Shopee
Pengguna Google,5,"pengiriman oke dan cepat,,cuma tolong di sertakan nomor kurir nya,,agar kita bisa tanya kalo pengiriman ditunda itu karna apa...",Shopee
Pengguna Google,5,"kerenn, suka bgt sm apk ini, amanah terpercaya bgtss deh pokoknyah",Shopee
Pengguna Google,5,ok ok ok,Shopee
Pengguna Google,1,"makin parah, bintang 1 untuk spx, dari awal maret pengiriman lambat, biasanya selalu pakai kurir selain spx 3 hari sampai, pakai spx malah 1 minggu belum sampai. lebih jelas belanja di apps sebelah. udah gitu tiap buka shopee malah muncul video, bikin berat aja",Shopee
Pengguna Google,3,Tidak ada bonus dan pengiriman lambat,Shopee
Pengguna Google,5,layanan yang sangat baik dan memudahkan kita buat belanja sesuai kebutuhan kitaaa,Shopee
Pengguna Google,1,"kenapa jasa kirim yang paling cepat dan paling bagus yMdi antara semua jasa kirim yaitubJ&T di hapus. jadi malas mau mesan barang lagi di Shoope, jasa kirim Shoope SPX EXPRESS pengiriman terlalu lama, dan banyak di tunda",Shopee
Pengguna Google,4,bagus dan baik,Shopee
Pengguna Google,5,Adanya aplikasi Shopee jadi kami belanja online jadi mudah apalagi barangnya bagus2 penjualnya pun amanah kami sangat senang adanya aplikasi Shopee terima kasih shopee,Shopee
Pengguna Google,5,keren bnyak diskon nya mantap,Shopee
Pengguna Google,5,apk.ini bagus,Shopee
Pengguna Google,4,barang yg diuploud dan yg dikirim sesuai dan baik,Shopee
Pengguna Google,1,kakean iklan.,Shopee
Pengguna Google,5,Aplikasi bagus tapi sayng bgt JNT tidak kerja sama karena pengalaman saya lebih baik JNT di banding SPX dalam hal kecepatan nya,Shopee
Pengguna Google,5,tidak mengecewakan semua adil pada akhirnya....,Shopee
Pengguna Google,5,sangat membantu memenuhi kebutuhan kita...,Shopee
Pengguna Google,5,Punya saya perbaikan halaman terus gak bisa ngapa ngapaim,Shopee
Pengguna Google,5,Sangat membantu,Shopee
